1000002	1	8	-9
1000003	1	7	1
1000011	1	5	8
1000014	2	6	-9
1000016	1	8	-4
1000018	2	8	-7
1000020	2	7	8
1000021	2	8	-9
1000023	2	7	-9
1000026	2	6	8
1000028	2	7	1
1000029	1	6	1
1000031	1	7	-9
1000037	2	8	5
1000046	2	5	1
1000051	2	8	9
1000054	1	6	-4
1000069	2	5	8
1000070	1	6	-9
1000075	1	7	-4
1000077	2	8	-8
1000078	1	5	9
1000081	2	4	4
1000083	1	6	-8
1000090	1	8	-9
1000096	2	7	8
1000097	1	8	6
1000098	1	6	8
1000104	1	7	8
1000106	1	7	-7
1000111	2	6	4
1000117	1	7	8
1000126	2	7	-9
1000138	1	3	4
1000143	0	0	-3
1000145	2	8	-4
1000146	1	8	-9
1000147	1	7	5
1000148	1	7	-10
1000160	2	0	6
1000164	2	5	9
1000166	1	7	3
1000169	1	5	6
1000179	2	9	-9
1000189	1	6	4
1000195	1	6	-1
1000196	1	3	8
1000201	1	7	6
1000213	2	8	3
1000216	2	6	2
1000221	2	9	2
1000225	2	7	2
1000229	2	9	6
1000230	1	7	9
1000242	1	7	-6
1000247	1	0	-10
1000249	1	0	9
1000260	2	6	-9
1000264	2	6	-9
1000267	1	7	8
1000269	1	6	5
1000270	2	6	5
1000271	2	4	6
1000274	1	7	-9
1000292	1	5	-8
1000296	1	7	6
1000297	1	6	4
1000314	1	7	8
1000319	1	8	8
1000324	1	6	-7
1000328	2	7	9
1000344	2	7	2
1000352	2	9	-9
1000354	2	7	-5
1000362	1	5	-3
1000364	1	5	6
1000371	1	6	9
1000375	2	6	-7
1000382	1	4	1
1000391	1	6	5
1000404	0	5	4
1000406	1	6	9
1000414	1	7	3
1000427	2	6	4
1000429	2	7	4
1000442	2	7	9
1000466	2	4	-9
1000480	2	6	-2
1000496	2	7	1
1000506	1	7	4
1000531	1	3	8
1000543	0	7	4
1000544	1	5	8
1000557	1	8	-3
1000560	1	8	8
1000574	1	5	-9
1000607	2	0	8
1000611	2	6	-7
1000638	1	7	2
1000643	2	7	-7
1000649	1	6	8
1000662	1	5	6
1000669	1	6	7
1000687	1	4	-9
1000692	2	7	-3
1000696	1	3	2
1000698	2	5	-2
1000701	1	6	-4
1000705	2	7	9
1000708	1	6	-9
1000714	1	4	6
1000726	1	5	7
1000736	2	4	-9
1000748	1	5	-7
1000754	1	8	-6
1000779	1	7	-1
1000781	2	7	-9
1000784	0	4	-5
1000810	1	8	7
1000823	2	8	-9
1000844	2	2	4
1000845	1	8	-6
1000853	1	0	5
1000862	1	6	8
1000877	1	6	-9
1000905	1	5	-4
1000910	1	9	-9
1000932	1	6	-9
1000984	1	6	-8
1001042	1	7	-9
1001074	2	8	-5
1001098	2	7	-9
1001156	2	4	-1
1001216	0	5	7
1001240	0	6	8
1001242	1	6	-9
1001254	2	0	-9
1001258	0	7	2
1001269	1	7	4
1001289	2	9	4
1001304	1	7	5
1001344	2	6	2
1001389	1	6	4
1001430	1	5	4
1001457	1	3	8
1001462	2	7	3
1001470	1	0	-9
1001479	2	4	-9
1001505	2	6	9
1001524	2	0	8
1001535	2	8	-9
1001597	2	8	6
1001599	1	6	-3
1001640	1	6	-7
1001643	1	7	3
1001659	2	0	-5
1001680	2	0	-9
1001734	0	7	3
1001753	2	8	-9
1001770	2	0	-9
1001778	1	9	-9
1001793	2	7	-9
1001839	0	6	4
1001841	1	6	-9
1001843	2	0	-9
1001850	1	0	-9
1001859	0	4	-9
1001921	2	6	9
1001939	1	8	-9
1001940	2	8	3
1001951	2	7	-9
1001978	2	5	-9
1001980	1	6	-4
1002025	1	5	7
1002036	0	8	8
1002061	0	6	-9
1002071	1	9	-5
1002122	1	6	-6
1002135	1	6	-5
1002137	2	3	4
1002172	2	8	7
1002182	2	2	9
1002192	2	0	8
1002231	2	4	-9
1002246	0	8	2
1002252	2	9	4
1002255	1	7	4
1002260	2	7	7
1002261	2	5	2
1002280	2	5	4
1002281	0	6	-1
